site,date,year,day_of_year,image_no,,prop_blk_pixels,prop_wht_pixels
Nat QC 6,7/31/2024,2024,213,7,,0.471710125,0.528289875
Nat QC 6,8/21/2024,2024,234,1,,0.401344545,0.598655455
Nat QC 6,8/21/2024,2024,234,2,,0.231830705,0.768169295
Nat QC 6,8/21/2024,2024,234,3,,0.15206041,0.84793959
Nat QC 6,8/21/2024,2024,234,4,,0.233268319,0.766731681
Nat QC 6,8/21/2024,2024,234,5,,0.468522773,0.531477227
Nat QC 7,5/29/2024,2024,150,9,,0.552165462,0.447834538
Ag-nat 8,8/20/2024,2024,233,2,,0.383142881,0.616857119
Nat QC 6,6/26/2024,2024,178,2,edit,0.221193553,0.778806447
Nat QC 7,8/21/2024,2024,234,10,,0.148948784,0.851051216
Nat QC 7,8/21/2024,2024,234,4,,0.331789193,0.668210807
Nat QC 9,5/29/2024,2024,150,1,,0.754751161,0.245248839
Nat QC 9,5/29/2024,2024,150,2,,0.632988736,0.367011264
Nat QC 9,5/29/2024,2024,150,3,,0.452238409,0.547761591
Nat QC 9,5/29/2024,2024,150,4,,0.455938466,0.544061534
Nat QC 9,6/26/2024,2024,178,10,,0.35310884,0.64689116
Nat QC 9,6/26/2024,2024,178,3,,0.193347216,0.806652784
Nat QC 9,6/26/2024,2024,178,4,,0.25631485,0.74368515
Nat QC 9,6/26/2024,2024,178,5,,0.275173385,0.724826615
Nat QC 9,6/26/2024,2024,178,7,,0.251273143,0.748726857
Nat QC 9,6/26/2024,2024,178,9,,0.386097628,0.613902372
Nat QC 9,8/21/2024,2024,234,10,,0.19452259,0.80547741
Nat QC 9,8/21/2024,2024,234,6,,0.324380029,0.675619971
Nat QC 9,8/21/2024,2024,234,7,,0.334947117,0.665052883
Nat QC 9,8/21/2024,2024,234,8,,0.147593763,0.852406237
